glottocode,name,isocodes,level,macroarea,latitude,longitude
mari1411,Mariupol Greek,,dialect,Eurasia,,
mari1423,Mariyedi,zmy,language,Australia,-13.7687,129.876
mark1256,Marka,rkm,language,Africa,12.7178,-3.58355
mark1254,Marke,,dialect,Africa,,
mark1255,Markweeta,enb,language,Africa,1.15018,35.5866
marm1234,Marma,rmz,language,Eurasia,22.759948,92.210748
moro1289,Marori,mok,language,Papunesia,-8.5692,140.688
maro1245,Maros-Pangkep,,dialect,Papunesia,,
maro1243,Maroua Fulfulde,,dialect,Africa,,
maro1244,Marovo,mvo,language,Papunesia,-8.37943,157.747
malp1246,Mar Paharia of Dumka,mkb,language,Eurasia,24.087,87.3507
marp1238,Marpha,,dialect,Eurasia,,
marr1264,Marrakech,,dialect,Africa,,
marr1258,Marrakulu,,dialect,Australia,,
marr1259,Marrangu,,dialect,Australia,,
marr1256,Marriammu,xru,language,Australia,,
marr1240,Marritjabin,,dialect,Australia,,
marr1241,Marri Yedi,,dialect,Australia,,
marr1260,Marry,,dialect,Africa,,
mars1235,Marseille Sign Language,,dialect,,,
mars1254,Marshallese,mah,language,Papunesia,8.72,167.73
mars1252,Marsh French,,dialect,Eurasia,,
mars1253,Marsian,,dialect,Eurasia,,
mart1251,Martha's Vineyard Sign Language,mre,language,North America,43.7702,-70.7389
mart1253,Martiang,,dialect,Eurasia,,
mart1254,Marti Ke,zmg,language,Australia,-14.0058,129.837
mart1255,Martuthunira,vma,language,Australia,-20.9294,116.607
mart1256,Martu Wangka,mpj,language,Australia,-24.3194,121.954
maru1249,Maru,mhx,language,Eurasia,24.942535,99.8338
maru1250,Marub,,dialect,Papunesia,,
maru1252,Marúbo,mzr,language,South America,-6.60703,-72.4027
marw1258,Marwari Bhat,,dialect,Eurasia,,
marw1259,Marwari Bhil,,dialect,Eurasia,,
marw1260,Marwari (India),rwr,language,Eurasia,27.002,75.0656
marw1257,Marwari Meghwar,,dialect,Eurasia,,
marw1256,Marwari (Pakistan),mve,language,Eurasia,28.3242,71.5671
masa1299,Masaaba,myx,language,Africa,1.05906,34.2829
masa1311,Masacara,,language,South America,-15.611663,-40.023651
masa1308,Masadiit Boliney,,dialect,Papunesia,,
masa1307,Masadiit Itneg,tis,language,Papunesia,17.4501,120.829
masa1309,Masadiit Sallapadan,,dialect,Papunesia,,
masa1300,Masai,mas,language,Africa,-3.1419,36.4573
masa1312,Masaká,,dialect,South America,,
masa1302,Masakin Gusar,,dialect,Africa,,
masa1303,Masakin Tuwal,,dialect,Africa,,
masa1295,Masaku,,dialect,Africa,,
nucl1440,Masalit,mls,language,Africa,13.2733,22.1752
masa1296,Masama,,dialect,Africa,,
masa1310,Masan,,dialect,Papunesia,,
masa1322,Masana,mcn,language,Africa,10.0606,15.4748
masa1306,Masapua,,dialect,Papunesia,,
masa1305,Masarete,,dialect,Papunesia,,
masa1304,Masawa,,dialect,Papunesia,,
masb1238,Masbatenyo,msb,language,Papunesia,12.21453,123.63579
masb1237,Masbate Sorsogon,bks,language,Papunesia,12.8438,124.002
mase1248,Masemola,,dialect,Africa,,
masf1235,Masfeima,,dialect,Africa,,
mash1264,Mashadi,,dialect,Eurasia,,
mash1265,Mashasha,,dialect,Africa,,
mash1266,Mashati,,dialect,Africa,,
mash1270,Mashco Piro,cuj,language,South America,-11.4745,-70.7953
mash1268,Mashi,,dialect,Africa,,
mash1269,Mashi (Nigeria),jms,language,Africa,6.91719,10.2778
mash1267,Mashi (Zambia),mho,language,Africa,-16.7256,22.5983
masi1272,Masiguare,,dialect,South America,,
masi1268,Masikoro Malagasy,msh,language,Africa,-22.5582,43.8156
masi1265,Masimasi,ism,language,Papunesia,-2.00717,139.04
masi1264,Masimasi (Yamalele),,dialect,Papunesia,,
masi1263,Masingbi,,dialect,Africa,,
masi1270,Masingle,,dialect,Papunesia,,
masi1267,Masinloc,,dialect,Papunesia,,
masi1269,Masiri,,dialect,Papunesia,,
masi1266,Masiwang,bnf,language,Papunesia,-3.29547,130.601
masi1271,Masiware,,dialect,South America,,
mask1242,Maskelynes,klv,language,Papunesia,-16.5073,167.818
mask1241,Maskoy Pidgin,mhh,language,South America,-22.234,-61.901
masl1241,Maslam,msv,language,Africa,12.1918,14.8873
masm1239,Masmaje,mes,language,Africa,13.076,19.2769
mass1267,Massagal,,dialect,Africa,,
mass1262,Massalat,mdg,language,Africa,13.5157,19.7348
mass1260,Massali,,dialect,Eurasia,,
mass1261,Massaninga,,dialect,Africa,,
mass1263,Massep,mvs,language,Papunesia,-1.74679,138.294
mast1238,Mastanahua,,dialect,South America,,
masv1236,Masvingo School Sign,,dialect,,,
mata1282,Mataban-Moulmein,,dialect,Eurasia,,
mata1288,Matagalpa,mtn,language,North America,13.0333,-86.0
mata1284,Mataitai,,dialect,Papunesia,,
mata1306,Matal,mfh,language,Africa,10.9284,14.0474
mata1285,Matalaang,,dialect,Papunesia,,
mata1275,Matanawí,,language,South America,-8.110352,-61.766968
mata1286,Matangnga,,dialect,Papunesia,,
mata1283,Matapo,,dialect,Africa,,
mata1250,Mataso,,dialect,Papunesia,,
mata1310,Matawai,,dialect,South America,,
matb1237,Matbat,xmt,language,Papunesia,-1.8801,130.075
matc1241,Matchi,,dialect,Eurasia,,
mate1257,Mate,,dialect,Africa,,
mate1237,Matema,,dialect,Papunesia,,
mate1258,Matengo,mgv,language,Africa,-11.554,35.0056
mate1259,Mate-Nul-Filakara,,dialect,Papunesia,,
mate1260,Matepi,mqe,language,Papunesia,-5.13857,145.617
kemb1249,Mateq,xem,language,Papunesia,0.66181,110.468
mate1256,Materi,,dialect,Africa,,
math1238,Mathira,,dialect,Africa,,
mati1252,Matia,,dialect,Papunesia,,
mati1251,Matig-Salud,,dialect,Papunesia,,
mati1250,Matigsalug Manobo,mbt,language,Papunesia,7.72124,125.16
mati1253,Matipuhy,mzo,language,South America,-12.0456,-53.3994
mati1255,Matís,mpq,language,South America,-4.3553,-70.2079
matl1257,Matlala-Moletshi,,dialect,Africa,,
matl1238,Matliwag,,dialect,Papunesia,,
mato1252,Mato,met,language,Papunesia,-5.91639,146.859
mato1253,Mato Grosso Arára,axg,language,South America,-13.175,-55.869
mato1251,Matondoni,,dialect,Africa,,
mato1250,Mator-Taigi-Karagas,mtm,language,Eurasia,53.4349,102.856
mats1244,Matsés,mcf,language,South America,-5.73914,-72.6281
mats1242,Matsungan,,dialect,Papunesia,,
matt1238,Mattole,mvb,language,North America,40.4321,-122.863
matu1264,Matu,,dialect,,,
matu1261,Matukar,mjk,language,Papunesia,-4.9078,145.779
matu1257,Matumba,,dialect,Africa,,
matu1259,Matumbi,mgw,language,Africa,-8.53734,39.0409
matu1262,Matu Melanau,,dialect,Papunesia,,
matu1256,Matupi Daai,,dialect,Eurasia,,
matu1260,Matupit,,dialect,Papunesia,,
matw1238,Matwanly,,dialect,Eurasia,,
maty1235,Matya Samo,stj,language,Africa,13.1027,-3.25128
maub1238,Maubin,,dialect,Eurasia,,
mauk1238,Mauke,,dialect,Papunesia,,
maum1238,Maumbi,,dialect,Papunesia,,
maun1240,Maung,mph,language,Australia,-11.8393,133.185
maur1239,Mauritian Bhojpuri,,dialect,Eurasia,,
maur1240,Mauritian Sign Language,lsy,language,Africa,,
maut1237,Maututu,,dialect,Papunesia,,
mauw1238,Mauwake,mhl,language,Papunesia,-4.52416,145.394
mavi1238,Maviha,,dialect,Africa,,
mavo1238,Mavoumay,,dialect,Africa,,
mawa1270,Mawa (Chad),mcw,language,Africa,11.7461,18.2999
mawa1265,Mawae,,dialect,Papunesia,,
mawa1266,Mawak,mjj,language,Papunesia,-4.61817,145.283
mawa1268,Mawakwa,,language,South America,3.11,-66.238404
mawa1267,Mawan,mcz,language,Papunesia,-5.2219,145.589
mawa1236,Mawa (Nigeria),wma,language,Africa,10.8527,9.72407
mawa1264,Mawasangka,,dialect,Papunesia,,
mawa1263,Mawasi,,dialect,Eurasia,,
mawa1271,Mawayana,mzx,language,South America,1.98815,-58.5046
mawc1242,Mawchi,mke,language,Eurasia,21.5724,73.9956
mawe1251,Mawes,mgk,language,Papunesia,-2.36944,139.752
mawr1238,Mawrang,,dialect,Eurasia,,
maxa1247,Maxakalí,mbl,language,South America,-16.9402,-40.7891
maxi1236,Maxi Gbe,mxl,language,Africa,7.57292,1.78181
mayy1239,May,,dialect,Eurasia,,
maya1286,"Maya, Chan Santa Cruz",yus,language,North America,,
maya1280,Mayaguduna,xmy,language,Australia,-18.1147,140.337
maya1277,Mayang,,dialect,Eurasia,,
maya1285,Mayangna,yan,language,North America,14.1259,-84.3439
maya1278,Mayar,,dialect,Eurasia,,
maya1281,Maya Samo,sym,language,Africa,13.1811,-2.72732
maya1284,Mayayero,,dialect,South America,,
maib1239,Maybrat-Karon,ayz,language,Papunesia,-1.3679,132.591
maye1238,Mayeka,myc,language,Africa,-1.10038,17.82247
mayi1236,Mayi-Kulan,xyk,dialect,,,
mayi1234,Mayi-Thakurti,xyt,dialect,,,
mayi1235,Mayi-Yapi,xyj,dialect,,,
mayk1239,Maykulan,mnt,language,Australia,-20.4352,140.481
mayo1264,Mayo,mfy,language,North America,26.4522,-108.981
mayo1267,Mayo (Brazil),,language,South America,,
mayo1261,Mayogo,mdm,language,Africa,2.79827,27.8282
mayo1265,Mayongong,,dialect,South America,,
mayo1276,Mayo-Plata,,dialect,Africa,,
mayo1271,Mayoruna-Amazon,,language,South America,-4.322858,-70.280457
mayo1270,Mayoruna-Jandiatuba,,language,South America,-4.979863,-70.038757
mayo1272,Mayoruna-Tabatinga,,language,South America,-4.289992,-69.873963
mayo1262,Mayoyao Ifugao,ifu,language,Papunesia,16.9984,121.29
mayo1263,Mayo-Yessan,,dialect,Papunesia,,
mayr1237,Mayrinax,,dialect,Papunesia,,
mayu1240,Mayu,,dialect,Africa,,
maza1306,Maza,,language,Eurasia,23.546095,105.516304
maza1303,Mazagwa,,dialect,Africa,,
maza1304,Mazagway,dkx,language,Africa,10.175,13.6873
maza1294,Mazaltepec Zapotec,zpy,language,North America,17.1547,-96.8791
maza1291,Mazanderani,mzn,language,Eurasia,36.241,52.3009
maza1296,Mazatlán Mazatec,vmz,language,North America,18.0829,-96.8889
maza1292,Mazatlán Mixe,mzl,language,North America,17.0156,-95.2833
mazn1238,Maznoug,,dialect,Eurasia,,
mbaa1245,Mba,mfc,language,Africa,1.06885,25.143
mbaa1246,Mbaan,,dialect,Papunesia,,
mbaa1250,Mbaaru,,dialect,Africa,,
mbab1239,Mbabaram,vmb,language,Australia,-20.1389,143.438
mbag1238,Mbagani,,dialect,Africa,,
mbah1238,Mbah,,dialect,Africa,,
mbai1249,Mbai,,dialect,Africa,,
mbai1247,Mbai (Northwest Gbaya),,dialect,Africa,,
mbai1248,Mbaise,,dialect,Africa,,
mbak1242,Mbaka,,dialect,Africa,,
mbal1257,Mbala,mdp,language,Africa,-5.11888,18.041
mbal1255,Mbalanhu,lnb,language,Africa,-19.593,16.617
mbal1254,Mbala (Yombe),,dialect,Africa,,
mbal1256,Mbale,,dialect,Africa,,
mbal1258,Mballa,,dialect,Africa,,
mbam1248,Mbamba,,dialect,Africa,,
mbam1247,Mbamu,,dialect,Africa,,
mban1265,Mbandieru,,dialect,Africa,,
mban1263,Mbandja,zmz,language,Africa,3.98003,19.4455
mban1266,Mbang,,dialect,Africa,,
mban1264,Mbangala,mxg,language,Africa,-9.15592,17.4086
mban1262,Mbangi,mgn,language,Africa,4.69967,22.06451
mban1268,Mbangwe,zmn,language,Africa,-2.28729,13.5956
mban1270,Mbanua,,dialect,,,
mban1269,Mbanyö,,dialect,,,
mbar1254,Mbara (Australia),mvl,language,Australia,-24.46,136.641
mbar1260,Mbara (Chad),mpk,language,Africa,10.9585,15.5363
mbar1253,Mbariman-Gudhinma,zmv,language,Australia,-14.529,143.789
mbar1255,Mbaru,,dialect,Africa,,
mbat1250,Mbat,,dialect,Africa,,
mbat1248,Mbati,mdn,language,Africa,3.94184,17.7529
mbat1249,Mbati of Mbaïki,,dialect,Africa,,
mbat1251,Mbat (Nigeria),,dialect,,,
mbat1247,Mbato,gwa,language,Africa,5.34421,-3.70421
mbay1241,Mbay,myb,language,Africa,8.23066,15.7328
mbee1249,Mbe,mfo,language,Africa,6.57067,8.82998
mbee1250,Mbe',mtk,language,Africa,6.25838,11.0906
mbec1238,Mbeci,,dialect,Africa,,
mbed1242,Mbedam,xmd,language,Africa,10.466,13.9322
mbed1238,Mbedzi,,dialect,Africa,,
mbee1248,Mbeere,,dialect,Africa,,
mbej1238,Mbeji,,dialect,Africa,,
mbel1240,Mbelime,mql,language,Africa,10.4532,0.95645
mber1257,Mbere,mdt,language,Africa,-0.477445,14.2877
mber1258,Mbere (Cameroon),,dialect,Africa,,
mber1254,Mbere (Karang),,dialect,Africa,,
mber1261,Mberem,,dialect,Africa,,
mber1255,Mbere (Northwest Gbaya),,dialect,Africa,,
mbes1238,Mbesa,zms,language,Africa,1.6207,22.8389
mbii1238,Mbi,,dialect,Africa,,
mbib1238,Mbibji,,dialect,Africa,,
mbid1238,Mbida-Bani,,dialect,Africa,,
mbil1239,Mbila,,dialect,Africa,,
mbin1238,Mbinga,,dialect,Africa,,
mbir1238,Mbire,,dialect,Africa,,
mbiy1238,Mbiywom,,language,Australia,-12.89620501,142.2710997
mbiz1238,Mbizenaku,,dialect,Africa,,
mbla1238,Mblafe,,dialect,Papunesia,,
blaf1238,Mblafe-Ránmo,bfh,language,Papunesia,-8.56161,141.226
mbob1238,Mbobyeng,,dialect,Africa,,
mboc1235,Mbo (Cameroon),mbo,language,Africa,5.13981,9.92766
mbod1238,Mbo (Democratic Republic of Congo),zmw,language,Africa,1.11602,28.018
mboi1246,Mboi,moi,language,Africa,9.86954,12.545
mboj1237,Mbojo,,dialect,Papunesia,,
mbok1242,Mboka,,dialect,Africa,,
mbok1243,Mboko,mdu,language,Africa,0.43541,14.7935
mbol1247,Mbole,mdq,language,Africa,-0.57181,24.0443
mbol1235,Mbol Fle,,dialect,,,
mbol1248,Mbololo,,dialect,Africa,,
mbon1252,Mbonga,xmb,language,Africa,5.7517,13.6471
mbon1250,Mbonge,,dialect,Africa,,
mbon1253,Mbongno,bgu,language,Africa,6.82543,11.1316
mbon1251,Mbonjoku,,dialect,Africa,,
mbos1242,Mbosi,mdw,language,Africa,-1.23019,15.5322
mbot1238,Mboto,,dialect,Africa,,
mbou1244,Mboum,,dialect,Africa,,
mbou1245,Mbour Sign Language,,language,Africa,,
mbow1246,Mbowe,mxo,language,Africa,-14.2941,23.9819
mbow1244,Mbowela,,dialect,Africa,,
mbre1244,Mbre,mka,language,Africa,8.20929,-5.72944
mbre1245,Mbre (Banda-Mbres),,dialect,Africa,,
mbre1246,Mbrerewi,,dialect,Africa,,
mbug1240,Mbugu,mhd,language,Africa,-4.72863,38.3519
mbug1242,Mbugwe,mgz,language,Africa,-3.75763,35.8133
mbuk1244,Mbuk,,language,Africa,,
mbuk1241,Mbukambero,,dialect,Papunesia,,
mbuk1243,Mbuko,mqb,language,Africa,10.7788,14.1677
mbuk1240,Mbukushu,mhw,language,Africa,-17.6827,22.5026
mbul1263,Mbula,mna,language,Papunesia,-5.66965,148.041
mbul1261,Mbula (Atlantic-Congo),,dialect,Africa,,
mbul1260,Mbula-Bwazza,mbu,language,Africa,9.60769,12.2439
mbul1262,Mbule,mlb,language,Africa,4.50635,10.9924
mbul1259,Mbuli,,dialect,Africa,,
mbul1258,Mbulungish,mbv,language,Africa,10.8553,-14.7372
mbum1254,Mbum,mdd,language,Africa,7.5789,14.2722
mbum1255,Mbumi,,dialect,Africa,,
mbun1249,Mbunda,mck,language,Africa,-14.603,21.9768
mbun1248,Mbunga,mgy,language,Africa,-8.19661,36.5362
mbur1239,Mburku,bbt,language,Africa,10.9276,9.81365
mbut1238,Mbutu,,dialect,Africa,,
mpuo1241,Mbuun,zmp,language,Africa,-5.21134,19.4269
mbwa1238,Mbwaanz,,dialect,Africa,,
mbwe1238,Mbwela,mfu,language,Africa,-13.3267,18.2243
mbwi1238,Mbwila,,dialect,Africa,,
mbya1239,Mbyá Guaraní,gun,language,South America,-26.0188,-52.711
mbya1238,Mbyam,,dialect,Africa,,
mdun1238,Mdundulu,,dialect,Africa,,
meaa1237,Mea,meg,dialect,Papunesia,-21.4939,165.771
mear1240,Mearim,,dialect,South America,,
mech1238,Mech,,dialect,Eurasia,,
mech1243,Mecha,,dialect,Africa,,
meck1238,Mecklenburg-Anterior Pomerania,,dialect,Eurasia,,
meck1239,Mecklenburgish,,dialect,Eurasia,,
mede1237,Medebur,mjm,language,Papunesia,-4.49918,145.425
mede1238,Medefidrin,,language,Africa,,
medi1249,Mediak,mwx,language,Africa,-8.52758,37.8782
medi1245,Media Lengua,mue,language,South America,-1.04518,-78.5392
ling1242,Mediterranean Lingua Franca,pml,language,Africa,33.8613,10.8531
medn1235,Mednyj Aleut,mud,language,Eurasia,54.6601,167.782
medo1241,Medo,,dialect,Africa,,
medo1242,Medogo,,dialect,Africa,,
medu1238,Medumba,byv,language,Africa,5.10901,10.6118
meee1238,Mee,,dialect,Papunesia,,
meek1238,Meeka,,dialect,Africa,,
meen1242,Me'en,mym,language,Africa,6.63207,35.6255
mefe1242,Mefele,mfj,language,Africa,10.677,13.8201
mega1243,Megam,mef,language,Eurasia,25.1292,91.6132
mega1242,Megara,,dialect,Eurasia,,
megi1246,Megi,,dialect,Papunesia,,
megi1245,Megiar,,dialect,Papunesia,,
megl1237,Megleno Romanian,ruq,language,Eurasia,41.1174,22.3782
meha1242,Mehalaan,,dialect,Papunesia,,
meha1241,Mehari,,dialect,Eurasia,,
mehe1243,Mehek,nux,language,Papunesia,-3.70927,142.498
mehe1245,Mehek Sign Language,,language,Papunesia,,
mehe1242,Meherrin,,language,North America,,
mehi1240,Mehináku,mmh,language,South America,-12.5364,-53.521
mehr1241,Mehri,gdq,language,Eurasia,21.4268,51.1512
meib1238,Meibuil,,dialect,Papunesia,,
meif1236,Meifu,,dialect,Eurasia,,
mein1238,Mein,,dialect,Africa,,
meit1246,Meitei,,dialect,Eurasia,,
yuet1238,Meixian,,dialect,Eurasia,24.3522958,115.8903375
meiy1238,Meiyari,,dialect,Papunesia,,
meje1239,Meje,,dialect,Africa,,
saki1248,Mekens,skf,language,South America,-13.054,-62.0927
meke1243,Mekeo,mek,language,Papunesia,-8.23853,146.586
mekm1240,Mekmek,mvk,language,Papunesia,-4.47017,143.75
meko1237,Mekongga,,dialect,Papunesia,,
mekw1241,Mekwei,msf,language,Papunesia,-2.52264,140.326
mela1253,Melan So,,dialect,Africa,,
mele1251,Mele,,dialect,Papunesia,,
mele1249,Mele (Central African Republic),,dialect,Africa,,
mele1250,Mele-Fila,mxe,language,Papunesia,-17.6841,168.275
mele1247,Mele Nadu Irula,,dialect,Eurasia,,
mele1248,Melete,,dialect,Africa,,
meli1237,Melilup,,dialect,Papunesia,,
melk1240,Melkhin,,dialect,Eurasia,,
melk1241,Melkoi,,dialect,Papunesia,,
melo1242,Melo,mfx,language,Africa,6.53916,36.811
melo1243,Melolo,,dialect,Papunesia,,
melo1241,Melong,,dialect,Africa,,
melp1238,Melpa,med,language,Papunesia,-5.62644,144.34
mels1237,Melsisi,,dialect,Papunesia,,
memb1238,Membi,,dialect,Africa,,
memo1238,Memoni,mby,language,Eurasia,24.853,67.007
mena1240,Mena,,dialect,Papunesia,,
mend1267,Mendalam Kayan,xkd,language,Papunesia,0.98794,113.286
mend1262,Mendankwe,,dialect,Africa,,
mend1261,Mendankwe-Nkwen,mfd,language,Africa,6.00034,10.2307
mend1268,Mende (Papua New Guinea),sim,language,Papunesia,-3.67233,142.683
mend1266,Mende (Sierra Leone),men,language,Africa,7.90935,-10.9926
mene1239,Menemo,,dialect,Africa,,
meng1264,Mengaka,xmg,language,Africa,5.71399,10.3377
meng1271,Mengau,,dialect,Papunesia,,
meng1262,Mengda,,dialect,Eurasia,,
meng1267,Mengen,mee,language,Papunesia,-5.47036,151.373
meng1269,Menggala,,dialect,Papunesia,,
meng1270,Menggatal,,dialect,Papunesia,,
meng1263,Mengisa,mct,language,Africa,4.5932,11.3947
meng1268,Mengkatip,,dialect,Papunesia,,
meng1265,Mengum,,dialect,Africa,,
meni1246,Meni,,dialect,Papunesia,,
meni1247,Menien,,language,South America,-15.8436187,-38.8633204
menk1238,Menka,mea,language,Africa,5.94639,9.69161
meno1251,Meno-Mene,,dialect,Papunesia,,
meno1252,Menominee,mez,language,North America,44.9794,-88.6395
ment1249,Mentawai,mwv,language,Papunesia,-1.41092,98.9401
ment1247,Mentebah-Suruk,,dialect,Papunesia,,
ment1251,Menterap,,language,Eurasia,,
ment1250,Mentuh Tapuh,,dialect,Papunesia,,
menu1237,Menui,,dialect,Papunesia,,
meny1245,Menya,mcr,language,Papunesia,-7.17425,146.071
meny1244,Menya (Uganda),,dialect,Africa,,
menz1238,Menzime,,dialect,Africa,,
meos1237,Meoswar,mvx,language,Papunesia,-2.07828,134.378
merr1239,Mer,mnu,language,Papunesia,-3.3828,134.731
mera1242,Meramera,mxm,language,Papunesia,-4.97468,151.528
merr1238,Mer (Bench),,dialect,Africa,,
mere1241,Mere,,dialect,Africa,,
mere1242,Merei,lmb,language,Papunesia,-15.2839,166.905
mere1246,Merey,meq,language,Africa,10.7458,14.09
merg1238,Merguese,,dialect,Eurasia,,
meri1244,Meriam,ulk,language,Papunesia,-9.59575,143.773
meri1242,Meridionale,,dialect,Eurasia,,
meri1243,Merina,,dialect,Papunesia,,
merl1237,Merlav,mrm,language,Papunesia,-14.4213,168.039
mero1237,Meroitic,xmr,language,Africa,16.9333,33.7333
meru1245,Meru,mer,language,Africa,0.26484,37.7396
merw1238,Merwari,wry,language,Eurasia,26.771,74.095
mesa1245,Mesaka,iyo,language,Africa,6.32679,9.8723
mesa1246,Mesara,,dialect,Papunesia,,
mesa1247,Mesari,,dialect,Papunesia,,
mesc1238,Mescalero-Chiricahua Apache,apm,language,North America,33.1291,-105.566
mese1244,Mese,mci,language,Papunesia,-6.56072,147.137
mese1243,Mese (Cameroon),,dialect,Africa,,
mesi1243,Mesi,,dialect,Papunesia,,
mesi1244,Mesiang,,dialect,Papunesia,,
mesi1242,Mesise,,dialect,Africa,,
mesk1241,Meskhur-Javakhuri,,dialect,Eurasia,,
mesk1242,Meskwaki,sac,language,North America,40.0,-94.0
mesk1243,Meskwakie,,dialect,North America,,
mesm1239,Mesme,zim,language,Africa,9.28888,15.7018
mesm1243,Mesmes,mys,language,Africa,7.53825,37.5742
mesq1240,Mesqan,mvz,language,Africa,8.10617,38.3386
mess1248,Messa-Dote,,dialect,Papunesia,,
mess1244,Messapic,cms,language,Eurasia,,
mess1247,Messinese,,dialect,Eurasia,,
meta1238,Meta',mgo,language,Africa,5.88942,9.87416
mete1238,Metemma,,dialect,Africa,,
metl1237,Metla-Kinwat,,dialect,Eurasia,,
metl1238,Metlatónoc Mixtec,mxv,language,North America,17.048,-98.3514
metn1237,Metnyo,,dialect,Papunesia,,
meto1239,Metomka,,dialect,Papunesia,,
mets1238,Metsam,,dialect,Papunesia,,
meud1237,Meudana,,dialect,Papunesia,,
mewa1249,Mewari,mtr,language,Eurasia,24.57,73.68
mewa1248,Mewasi,,dialect,Eurasia,,
mewa1250,Mewati,wtm,language,Eurasia,27.736,76.947
mewa1251,Mewati (Haryanvi),,dialect,Eurasia,,
mexi1237,Mexican Sign Language,mfs,language,North America,19.75,-98.5
sher1257,Mey,sdp,language,Eurasia,27.0035,92.5799
meya1236,Meyah,mej,language,Papunesia,-1.18016,133.618
mezi1238,Mezimko,,dialect,Africa,,
mezo1235,Mezontla Popoloca,pbe,language,North America,18.1442,-97.5879
mezq1235,Mezquital Otomi,ote,language,North America,20.2274,-99.5564
mfee1238,Mfe,,dialect,Africa,,
mfen1238,Mfengu,,dialect,Africa,,
mfin1238,Mfinu,zmf,language,Africa,-4.26573,16.2559
mgao1238,Mgao,,dialect,Africa,,
mgbo1238,Mgbo,gmz,dialect,Africa,,
mhal1238,Mhallami,,dialect,Eurasia,,
mhar1238,Mhari,,dialect,Africa,,
miad1237,Miadeba,,dialect,Papunesia,,
miag1237,Miag-Ao,,dialect,Papunesia,,
mial1239,Mialát,,dialect,South America,,
miam1252,Miami,mia,language,North America,40.0,-90.0
miam1251,Miamu,,dialect,Africa,,
mian1256,Mian,mpt,language,Papunesia,-4.70881,141.523
mian1253,Mianchi,,dialect,Eurasia,,
mian1254,Miani,pla,language,Papunesia,-4.42116,145.276
mian1257,Mianmin,,dialect,Papunesia,,
miar1236,Miarrã,xmi,language,South America,-12.5,-53.42
mica1243,Mica,,dialect,South America,,
mica1242,Micari,,dialect,Africa,,
mich1243,Michif,crg,language,North America,49.1681,-99.9119
mich1246,Michoacán Mazahua,mmc,language,North America,19.7239,-100.293
mich1245,Michoacán Nahuatl,ncl,language,North America,18.3412,-103.361
midd1344,Middle Chinese,ltc,language,Eurasia,,
midd1324,Middle Chulym,,dialect,Eurasia,,
midd1321,Middle Dutch,dum,language,Eurasia,,
midd1332,Middle Egypt,,dialect,Africa,,
midd1342,Middle Egypt Arabic,,dialect,Africa,,
midd1317,Middle English,enm,language,Eurasia,,
midd1322,Middle Estonian,,dialect,Eurasia,,
midd1316,Middle French,frm,dialect,,,
midd1343,Middle High German,gmh,language,Eurasia,,
midd1350,Middle Indo-Aryan,,language,Eurasia,,
midd1326,Middle Kheng,,dialect,Eurasia,,
midd1318,Middle Low German,gml,language,Eurasia,,
midd1351,Middle Mongol,xng,language,Eurasia,,
midd1353,Middle Ob Khanty,,dialect,,,
midd1325,Middle Tatar,,dialect,Eurasia,,
midd1327,Middle Watut,mpl,language,Papunesia,-6.81404,146.321
mide1238,Mideastern Yiddish,,dialect,Eurasia,,
midg1235,Mid Grand Valley Dani,dnt,language,Papunesia,-4.06322,138.945
midi1237,Midiki,,dialect,Papunesia,,
midi1241,Midin,,dialect,Eurasia,,
midm1238,Mid Mortlock,,dialect,Papunesia,,
midn1239,Midnapore Oriya,,dialect,Eurasia,,
mido1240,Midob,mei,language,Africa,14.789,27.2236
mids1243,Mid-Southern Banda,bjo,language,Africa,5.87893,22.4666
midw1243,Mid-Wahgi,,dialect,Papunesia,,
midw1242,Midwestern Yiddish,,dialect,Eurasia,,
midy1238,Midyat,,dialect,Eurasia,,
miee1237,Mie,,dialect,Papunesia,,
mien1244,Mienge,,dialect,Africa,,
miga1249,Migaama,mmy,language,Africa,12.2367,18.9614
miga1241,Migabac,mpp,language,Papunesia,-6.33237,147.713
miis1236,Miisiirii,,language,Africa,14.16,22.69
mija1240,Mijaranés Aranés,,dialect,Eurasia,,
mija1241,Mijaranypa,,dialect,Australia,,
miju1244,Mìjuu,,dialect,Africa,,
mika1239,Mikasuki,mik,language,North America,26.08142,-80.90847
mika1255,Mikawa,,dialect,Papunesia,,
mika1256,Mikaya-Bambengangale-Baluma,,language,Africa,,
mike1238,Mikebwe,,dialect,Africa,,
mike1242,Mikere,,dialect,Africa,,
miki1243,Mikik,,dialect,Eurasia,,
mikm1235,Mi'kmaq,mic,language,North America,45.9941,-65.5766
miko1239,Miko,,dialect,Eurasia,,
mila1243,Milanese,,dialect,Eurasia,,
mila1245,Milang,,language,Eurasia,28.5,94.5
mild1238,Mildjingi,,dialect,Australia,,
mili1235,Mili,ymh,language,Eurasia,24.115,100.611
mill1237,Millcayac,,language,South America,-31.79729,-67.569581
milo1241,Milo,,dialect,Eurasia,,
milt1241,Miltu,mlj,language,Africa,10.2347,17.4126
milu1241,Miluk,iml,language,North America,43.3215,-124.258
mily1238,Milyan,imy,language,Eurasia,,
mima1238,Mima,,dialect,Eurasia,,
mimi1246,Mimi,miv,language,,,
mimi1240,Mimi-Gaudefroy,,language,Africa,13.827507,21.11324
