glottocode,name,isocodes,level,macroarea,latitude,longitude
sout2829,Southern Turkana,,dialect,Africa,,
sout2957,Southern Tutchone,tce,language,North America,60.7823,-136.573
sout2927,Southern Uma,,dialect,Papunesia,,
sout2699,Southern Uzbek,uzs,language,Eurasia,36.6099,60.6907
sout2680,Southern Veps,,dialect,Eurasia,,
sout2687,Southern Vietnamese,,dialect,Eurasia,,
sout2658,Southern Vlax,,dialect,Eurasia,,
sout2657,Southern Vlax Romani,,dialect,Eurasia,,
sout2682,Southern Vogul,,dialect,Eurasia,,
sout2613,Southern Walloon,,dialect,Eurasia,,
sout2762,Southern Warlpiri,,dialect,Australia,,
sout2673,Southern Welsh,,dialect,Eurasia,,
sout2735,Southern Yakha,,dialect,Eurasia,,
sout2873,Southern Yamalele,,dialect,Papunesia,,
sout2734,Southern Yamphu,lrr,language,Eurasia,26.932,87.3959
sout2980,Southern Yana,,dialect,North America,,
sout2750,Southern Yukaghir,yux,language,Eurasia,64.218,154.375
sout3221,Southern Zhuang,ccy,language,,,
sout2782,South Fali,fal,language,Africa,9.51408,13.6164
sout3051,South Giziga,giz,language,Africa,10.2809,14.1931
sout2637,South Guelderish,,dialect,Eurasia,,
sout3118,South Hijazi,,dialect,Africa,,
sout2727,South Hpon,,dialect,Eurasia,,
sout2909,South Ibanag,,dialect,Papunesia,,
sout2804,South Ibie,,dialect,Africa,,
sout2897,South Ile Ape,,dialect,Papunesia,,
sout2867,South Island,,dialect,Papunesia,,
sout2872,South Kakabai,,dialect,Papunesia,,
sout2910,South Kamayo,,dialect,Papunesia,,
sout2947,South Kamberataro,,dialect,Papunesia,,
sout2902,South Karakelong,,dialect,Papunesia,,
sout2708,South Kerala,,dialect,Eurasia,,
sout2670,South Khowar,,dialect,Eurasia,,
sout2814,South Kitui,,dialect,Africa,,
sout2931,South Kombio,,dialect,Papunesia,,
sout2815,South Kwandu,,dialect,Africa,,
sout3122,South Lebanese Arabic,,dialect,Eurasia,,
sout2896,South Lembata,lmf,language,Papunesia,-8.49783,123.531
sout3123,South Levantine Arabic,ajp,language,Eurasia,31.5601,38.0837
sout3112,South Levantine Bedawi Arabic,,dialect,Africa,,
sout2817,South Lobala,,dialect,Africa,,
sout2899,South Lole,,dialect,Papunesia,,
sout3126,South Lucanian,,language,Eurasia,,
sout2924,South Luwu,,dialect,Papunesia,,
sout2894,South Manusela,,dialect,Papunesia,,
sout2866,South Marquesan,mqm,language,Papunesia,-9.75663,-138.979
sout2939,South Migabac,,dialect,Papunesia,,
sout2945,South Modole,,dialect,Papunesia,,
sout2940,South Muyu,kts,language,Papunesia,-6.01385,140.815
sout3119,South Najdi,,dialect,Eurasia,,
sout2936,South Nakama,,dialect,Papunesia,,
sout2884,South Ngada,,dialect,Papunesia,,
sout2967,South Northern Paiute,,dialect,North America,,
sout2895,South Nuaulu,nxl,language,Papunesia,-3.23411,129.148
sout2935,South Nuk,,dialect,Papunesia,,
sout3056,South Oran,,dialect,Africa,,
sout2858,South Paama,,dialect,Papunesia,,
sout2917,South Palawano,,dialect,Papunesia,,
sout2463,South Permyak,,dialect,Eurasia,,
sout2618,South Picene,,dialect,Eurasia,,
sout2678,South Pohjanmaa,,dialect,Eurasia,,
sout3120,South Qatari Arabic,,dialect,Eurasia,,
sout2698,South Quchani,,dialect,Eurasia,,
sout2602,South Russian,,dialect,Eurasia,,
sout2619,South Samogitian,,dialect,Eurasia,,
sout2937,South Selepet,,dialect,Papunesia,,
sout2848,South Siberut,,dialect,Papunesia,,
sout2959,South Slavey,xsl,language,North America,59.8794,-117.047
sout2752,South Tabasaran,,dialect,Eurasia,,
sout2900,South Tabukang,,dialect,Papunesia,,
sout2943,South Tairora,omw,language,Papunesia,-6.35337,145.883
sout2871,South Tigak,,dialect,Papunesia,,
sout2938,South Timbe,,dialect,Papunesia,,
sout2865,South Tuvaluan,,dialect,Papunesia,,
sout3127,South Ucayali Ashéninka,cpy,language,South America,-11.221,-73.001
sout2681,South Udmurt,,dialect,Eurasia,,
para1301,South Wa,prk,language,Eurasia,22.8658,99.375
sout2946,South Waibuk,,dialect,Papunesia,,
sout2877,South Watut,mcy,language,Papunesia,-7.03751,146.409
sout2892,South Wemale,tlw,language,Papunesia,-3.29102,128.547
sout2603,Southwest Belarusan,,dialect,Eurasia,,
sout2819,Southwest Bobe,,dialect,Africa,,
sout1722,Southwest Bohemian,,dialect,Eurasia,,
sout2821,Southwest Duguri,,dialect,Africa,,
sout2717,Southwestern,,dialect,Eurasia,,
sout2832,Southwestern Dinka,dik,language,Africa,8.81115,28.0613
sout2677,Southwestern Finnish,,dialect,Eurasia,,
xina1239,Southwestern Guanhua,,dialect,Eurasia,,
sout2756,Southwestern Guiyang Hmong,hmg,language,Eurasia,26.1803,106.003
sout2755,Southwestern Huishui Hmong,hmh,language,Eurasia,26.0436,106.561
sout2614,Southwestern Logudorese,,dialect,Eurasia,,
sout3128,Southwestern Nisu,nsv,language,Eurasia,23.058,101.412
sout2436,Southwestern Pashto,,dialect,Eurasia,,
sout2718,Southwestern Tamang,tsf,language,Eurasia,27.5722,84.9036
sout2971,Southwestern Tarahumara,twr,language,North America,27.0314,-107.578
sout2886,Southwestern Tarangan,,dialect,Papunesia,,
sout2977,Southwestern Tepehuan,tla,language,North America,23.2553,-104.688
sout3000,Southwestern Tlaxiaco Mixtec,meh,language,North America,16.9887,-97.7974
sout3114,South-Western Tunisian,,dialect,Africa,,
sout2761,South-western Warlpiri,,dialect,Australia,,
sout2629,Southwestern Yiddish,,dialect,Eurasia,,
sout2638,Southwest Finland Swedish,,dialect,Eurasia,,
sout2785,Southwest Gbaya,gso,language,Africa,4.70037,14.9569
sout3222,Southwest Gbaya (Retired),mdo,language,,,
sout2998,Southwest Kaingang,,dialect,South America,,
sout2916,Southwest Palawano,plv,language,Papunesia,8.67624,117.36
sout2671,Southwest Pashayi,psh,language,Eurasia,34.8478,69.8734
sout2796,Southwest Senari,,dialect,Africa,,
sout2869,Southwest Tanna,nwi,language,Papunesia,-19.57953,169.35603
sout2604,Southwest Ukrainian,,dialect,Eurasia,,
sout2891,South Yamdena,,dialect,Papunesia,,
sout2846,South Yawa,,dialect,Papunesia,,
sowa1244,Sowa,sww,language,Papunesia,-15.82653,168.18653
sowa1243,Sowa Naga,,dialect,Eurasia,,
sowa1245,Sowanda,sow,language,Papunesia,-3.28373,140.92
soya1237,Soyaltepec Mazatec,vmp,language,North America,18.2868,-96.4946
soya1236,Soyaltepec Mixtec,vmq,language,North America,17.556,-97.1921
soyk1238,Soykin,,dialect,Eurasia,,
stan1288,Spanish,spa,language,Eurasia,40.4414,-1.11788
span1238,Spanish Caló,,dialect,,,
span1263,Spanish Sign Language,ssp,language,Eurasia,40.0314,-3.70738
spit1240,Spiti Bhoti,spt,language,Eurasia,32.526,77.833
spok1245,Spokane,spo,language,North America,47.9087,-118.062
sqol1237,Sqoleq,,dialect,Papunesia,,
squa1248,Squamish,squ,language,North America,49.3231,-123.014
sran1240,Sranan Tongo,srn,language,South America,5.83,-55.33
sree1244,Sre,,dialect,Eurasia,,
sred1238,Srednyaya Ob-Ket,,dialect,Eurasia,,
srem1242,Srem,,dialect,Eurasia,,
aruo1240,Srenge,lsr,language,Papunesia,-3.45782,142.478
srik1237,Srikakula,,dialect,Eurasia,,
sril1245,Sri Lanka Malay,sci,language,Eurasia,6.91603,79.864
sril1243,Sri Lankan English,,dialect,Eurasia,,
sril1237,Sri Lankan Sign Language,sqs,language,Eurasia,7.10588,79.857
sril1244,Sri Lanka Tamil,,dialect,Eurasia,,
srin1238,Srinagaria,,dialect,Eurasia,,
staj1239,Stajerski,,dialect,Eurasia,,
stal1238,Stal,,dialect,Eurasia,,
stan1318,Standard Arabic,arb,language,Eurasia,27.9625,43.8525
stan1302,Standard Assamese,,dialect,Eurasia,,
stan1305,Standard Bambara,,dialect,Africa,,
stan1297,Standard Braj of Bulandshahr,,dialect,Eurasia,,
stan1300,Standard Braj of Eastern Agra,,dialect,Eurasia,,
stan1298,Standard Braj of Mathura,,dialect,Eurasia,,
stan1299,Standard Bundeli,,dialect,Eurasia,,
stan1296,Standard Gujarati,,dialect,Eurasia,,
stan1314,Standard Hebrew,,dialect,Eurasia,,
stin1234,Standard Indonesian,,dialect,Papunesia,,
stan1304,Standard Kashmiri,,dialect,Eurasia,,
stan1303,Standard Konkani,,dialect,Eurasia,,
stan1325,Standard Latvian,lvs,dialect,,,
stan1323,Standard Lebanese Arabic,,dialect,Eurasia,,
stan1301,Standard Maithili,,dialect,Eurasia,,
stan1306,Standard Malay,zsm,language,Eurasia,3.08896,101.699
stan1322,Standard Maltese,,dialect,Eurasia,,
stan1324,Standard Moroccan Tamazight,zgh,dialect,,,
stan1308,Standard Muna,,dialect,Papunesia,,
stan1279,Standard Swedish,,dialect,Eurasia,,
stan1307,Stang,,dialect,Papunesia,,
stba1239,St. Barth Creole French,,dialect,Papunesia,,
stel1238,Stellingwerfs,stl,language,Eurasia,52.8933,6.09112
sten1237,Stenggang Jagoi,,dialect,Papunesia,,
stga1238,St. Gallen,,dialect,Eurasia,,
stoc1240,Stockbridge,,dialect,North America,,
stod1242,Stod,,dialect,Eurasia,,
stod1241,Stod Bhoti,sbu,language,Eurasia,32.497,77.116
shan1274,Stodsde,jih,language,Eurasia,32.225,102.63
ston1242,Stoney,sto,language,North America,51.1939,-114.984
stra1243,Straits Dobel,,dialect,Papunesia,,
stra1244,Straits Salish,str,language,North America,48.51614,-123.757114
suaa1241,Sua,,dialect,Papunesia,,
suab1238,Suabo,szp,language,Papunesia,-2.07971,132.157
suaf1237,Suafa,,dialect,Papunesia,,
suau1242,Suau,swp,language,Papunesia,-10.6606,150.21
suba1238,Suba,sxb,language,Africa,-0.95719,34.1033
suba1254,Suba (Retired),suh,language,,,
suba1252,Suba-Simbiti,ssc,language,Africa,-1.103296,34.268
subb1238,Sub-Barbaricino,,dialect,Eurasia,,
subi1247,Subi,xsj,language,Africa,-2.93387,31.3594
subi1246,Subiya,sbs,language,Africa,-17.5696,24.8867
subp1237,Subpan,,dialect,Papunesia,,
subt1250,Subtiaba,sut,language,North America,12.4667,-86.9166
sucr1238,Sucre,,dialect,South America,,
suda1236,Sudanese Arabic,apd,language,Africa,17.8021,33.3179
suda1237,Sudanese Creole Arabic,pga,language,Africa,5.654,28.774
sude1239,Sudest,tgo,language,Papunesia,-11.5229,153.488
sudh1238,Súdhoeksk,,dialect,Eurasia,,
tazn1238,Sud Oranais-Gourara,grr,language,Africa,29.1107,0.01992
suen1241,Suena,sue,language,Papunesia,-7.76339,147.534
tarp1241,Sufrai,suf,language,,,
suga1249,Suganga,sug,language,Papunesia,-4.5071,141.2
sugu1242,Sugurti,,dialect,Africa,,
sugu1243,Sugut Dusun,kzs,language,Papunesia,6.14235,117.176
suha1237,Suhaid,,dialect,Papunesia,,
suhu1238,Su-Hu-Jia,,dialect,Eurasia,,
suii1243,Sui,swi,language,Eurasia,24.0488,106.563
suie1242,Suiei,,dialect,Africa,,
suie1241,Suiei (Okiek),,dialect,Africa,,
suii1244,Sui (Papua New Guinea),,dialect,Papunesia,,
suit1237,Suit,,dialect,Papunesia,,
suka1243,Sukamara,,dialect,Papunesia,,
suka1245,Sukang,,dialect,Papunesia,,
suka1244,Sukaraja,,dialect,Papunesia,,
suki1245,Suki,sui,language,Papunesia,-8.04783,141.842
sukm1237,Sukma,,dialect,Eurasia,,
suku1259,Suku,sub,language,Africa,-5.76495,17.7736
suku1263,Suku Batin,,dialect,Papunesia,,
suku1261,Sukuma,suk,language,Africa,-3.16082,32.8765
suku1272,Sukur,syk,language,Africa,10.8933,13.6437
suku1258,Sukurase,,dialect,Africa,,
suku1264,Sukurum,zsu,language,Papunesia,-6.28,146.34187
suku1262,Sukuuma,,dialect,Africa,,
sukw1242,Sukwa,,dialect,Africa,,
sula1245,Sula,szn,language,Papunesia,-2.30765,125.966
sula1246,Sulamu,,dialect,Papunesia,,
sulc1238,Sulcitano,,dialect,Eurasia,,
sule1239,Suleimani,,dialect,Eurasia,,
sule1243,Suleimaniya,,dialect,Eurasia,,
suli1238,Sulima,,dialect,Africa,,
sulk1246,Sulka,sua,language,Papunesia,-5.03471,151.891
sulm1237,Sulmelang,,dialect,Papunesia,,
sulo1237,Sulod,srg,language,Papunesia,11.2473,122.551
summ1239,Sum,,dialect,Africa,,
suma1264,Suma,sqm,language,Africa,7.0953,17.0093
suma1265,Sumadel,,dialect,Papunesia,,
suma1266,Sumambu,,dialect,Papunesia,,
suma1268,Sumang,,dialect,Papunesia,,
suma1274,Sumararu,,dialect,,,
suma1267,Sumare-Rangas,,dialect,Papunesia,,
suma1269,Sumariup,siv,language,Papunesia,-4.73083,143.239
suma1270,Sumau,six,language,Papunesia,-5.48556,145.474
sout2808,Sumayela Ndebele,nbl,language,Africa,-25.6272,29.048
sumb1241,Sumbawa,smw,language,Papunesia,-8.71919,117.472
sumb1240,Sumbwa,suw,language,Africa,-3.47335,31.9457
sume1242,Sumenep,,dialect,Papunesia,,
sume1240,Sumer,,dialect,Eurasia,,
sume1241,Sumerian,sux,language,Eurasia,31.3,45.6667
sumi1235,Sumi Naga,nsm,language,Eurasia,25.9996,94.4235
sumo1242,Sumoun,,dialect,Papunesia,,
sumt1234,Sumtu Chin,csv,language,Eurasia,,
suna1241,Sunam,ssk,language,Eurasia,31.808,78.4513
sund1252,Sundanese,sun,language,Papunesia,-6.89708,107.106
sund1253,Sundei,,dialect,Papunesia,,
sund1250,Sundi,,dialect,Eurasia,,
sung1266,Sungai Piah,,dialect,Eurasia,,
sung1268,Sungdel,,dialect,Eurasia,,
sung1269,Sunggari,,dialect,Eurasia,,
sung1267,Sungkai,,dialect,Eurasia,,
sung1271,Sungkai (Indonesia),suu,language,,,
sung1270,Sungor,,dialect,Africa,,
sunn1238,Sunni Beiruti Arabic,,dialect,Eurasia,,
suns1242,Sunsari,,dialect,Eurasia,,
suns1241,Sunsari (Nepal),,dialect,Eurasia,,
sunu1238,Sunu Torbi,,dialect,Africa,,
mari1426,Sunwadia,mrb,language,Papunesia,-14.9738,168.12
sunw1242,Sunwar,suz,language,Eurasia,27.5201,86.2476
suon1238,Suonanba,,dialect,Eurasia,,
suoo1238,Suõõ,,dialect,Africa,,
suoy1242,Suoy,syo,language,Eurasia,11.936,104.136
supa1245,Supana,,dialect,Africa,,
supa1247,Supari,,dialect,Papunesia,,
supa1246,Supat,,dialect,Papunesia,,
suph1238,Suphanburi,,dialect,Eurasia,,
supy1237,Supyire Senoufo,spp,language,Africa,11.632,-5.87709
suqu1238,Suquh,,dialect,North America,,
surr1238,Sur,tdl,language,Africa,9.47958,9.49007
sura1245,Surabaya,,dialect,Papunesia,,
sura1244,Surakhani,,dialect,Eurasia,,
surb1238,Surbakhal,sbj,language,Africa,13.1331,21.6243
surc1239,Surchi,,dialect,Eurasia,,
sure1238,Surel,,dialect,Eurasia,,
surg1247,Surguch,,dialect,Eurasia,,
surg1246,Surgujia,sgj,dialect,Eurasia,,
surg1248,Surgut Khanty,,language,Eurasia,61.25,73.35
suri1270,Surigao Manobo,,dialect,Papunesia,,
suri1273,Surigaonon,sgd,language,Papunesia,,
suri1268,Suri (Kacipo-Balesi),,dialect,Africa,,
suri1265,Surin,,dialect,Eurasia,,
suri1271,Suri (Papua New Guinea),,dialect,Papunesia,,
surj1235,Surjapuri,sjp,language,Eurasia,25.686,85.792
surk1238,Surkhet,,dialect,Eurasia,,
surm1243,Surmiran-Albula,,dialect,Eurasia,,
surs1244,Sursilvan,,dialect,Eurasia,,
surs1245,Sursilvan-Oberland,,dialect,Eurasia,,
surs1246,Sursurunga,sgz,language,Papunesia,-3.99078,152.768
suru1263,Suruahá,swx,language,South America,-6.82525,-66.3146
suru1260,Suru-Bo,,dialect,Papunesia,,
suru1262,Suruí,sru,language,South America,-11.0989,-61.2818
suru1261,Suruí Do Pará,mdz,language,South America,-5.9271,-48.588
suru1259,Suru-Marani,,dialect,Papunesia,,
suru1257,Suruviri,,dialect,Eurasia,,
sury1234,Suryskarer Khanty,,dialect,,,
susi1238,Susiua,,dialect,Africa,,
susq1241,Susquehannock,sqn,language,North America,41.169,-76.208
susu1250,Susu,sus,language,Africa,10.4046,-13.3628
susu1251,Susuami,ssu,language,Papunesia,-7.19275,146.561
suti1238,Suti,,dialect,Papunesia,,
sutn1238,Sutnga,,dialect,Eurasia,,
suts1235,Sutsilvan,,dialect,Eurasia,,
suun1239,Suundi,sdj,language,Africa,-4.58488,13.3212
suva1238,Suvalkietiskai,,dialect,Eurasia,,
suwa1240,Suwa,,dialect,Africa,,
suwa1241,Suwawa,swu,language,Papunesia,0.4907,123.362
suya1243,Suyá,suy,language,South America,-11.5178,-53.0743
suzh1234,Suzhou,,dialect,,31.3280439,120.364116
svan1243,Svan,sva,language,Eurasia,42.9134,42.5915
svea1239,Sveamål,,dialect,Eurasia,,
swab1242,Swabian,swg,language,Eurasia,49.3879,7.12775
swab1243,Swabou,,dialect,Africa,,
swag1238,Swaga,,dialect,Africa,,
swah1253,Swahili,swh,language,Africa,-8.25605,37.624
swak1238,Swaka,,dialect,Africa,,
swam1239,Swampy Cree,csw,language,North America,56.0,-95.0
swat1243,Swati,ssw,language,Africa,-26.0,31.5
swat1242,Swat Khowar,,dialect,Eurasia,,
swed1254,Swedish,swe,language,Eurasia,59.800634,17.389526
swed1236,Swedish Sign Language,swl,language,Eurasia,58.929,16.1133
swet1238,Sweta,,dialect,Africa,,
swis1241,Swiss-French Sign Language,ssr,language,Eurasia,46.72252,6.78425
swis1247,Swiss German,gsw,language,Eurasia,47.0516,8.46419
swis1240,Swiss-German Sign Language,sgg,language,Eurasia,47.1069,9.07557
swis1235,Swiss-Italian Sign Language,slf,language,Eurasia,46.3076,8.79111
syaa1239,Sya,,dialect,Africa,,
syab1238,Syabéré,,dialect,Africa,,
syan1242,Syan,,language,Africa,1.280475,34.337012
syan1241,Syang,,dialect,Eurasia,,
sydn1236,Sydney,xdk,language,Australia,-33.52925837,150.3490464
syen1235,Syenara Senoufo,shz,language,Africa,10.5954,-5.8581
syer1236,Syer,,dialect,Africa,,
sylh1242,Sylheti,syl,language,Eurasia,24.83724,92.25347
syri1241,Syria,,dialect,Eurasia,,
syri1242,Syriem,,language,Eurasia,24.9437,92.9029
szeg1238,Szeged,,dialect,,,
szek1241,Székely,,dialect,Eurasia,,
taab1238,Taabwa,tap,language,Africa,-7.91416,29.5238
taai1237,Taai,,dialect,Papunesia,,
taaa1243,Taa (Indonesia),,dialect,Papunesia,,
taam1237,Ta'am,,dialect,Papunesia,,
taan1239,Taan,,dialect,Africa,,
taba1268,Tabaa Zapotec,zat,language,North America,17.2822,-96.2777
taba1267,Tabajari,,dialect,South America,,
taba1269,Tabancal,,language,South America,,
taba1262,Tabare,,dialect,Papunesia,,
taba1261,Tabar (Mandara),,dialect,Papunesia,,
taba1263,Tabaru,tby,language,Papunesia,1.46563,127.633
taba1259,Tabasaran,tab,language,Eurasia,42.0198,47.8379
taba1266,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
taba1265,Tabasco Nahuatl,nhc,language,North America,17.9371,-93.5688
taba1264,Tabasco Zoque,zoq,language,North America,18.1713,-93.0968
tabe1238,Tabehua,,dialect,South America,,
tabl1243,Tabla,tnm,language,Papunesia,-2.45368,140.396
tabl1242,Tableng,,dialect,Eurasia,,
tabo1241,Tabo,knv,language,Papunesia,-8.09387,143.305
tabo1240,Taboro,,dialect,Papunesia,,
tabr1243,Tabriak,tzx,language,Papunesia,-4.49162,143.593
tabr1242,Tabriz,,dialect,Eurasia,,
tabu1242,Tabu,,dialect,Eurasia,,
tabu1243,Tabulahan,,dialect,Papunesia,,
taca1257,Tacahua-Yolotepec Mixtec,xtt,language,North America,16.9648,-97.4537
taca1256,Tacana,tna,language,South America,-13.39249,-68.04056
taca1258,Tacanec,mtz,language,North America,,
tach1250,Tachelhit,shi,language,Africa,29.7854,-7.77879
tach1242,Tachoni,lts,language,Africa,,
tach1241,Tachoni (Bukusu),,dialect,Africa,,
tacu1234,Tacunyape,,language,South America,,
tada1238,Tadaksahak,dsq,language,Africa,16.685,2.32653
tadg1238,Tadghaq,,dialect,Africa,,
tadh1238,Tadha,,dialect,Africa,,
tadh1242,Tadhaq,,dialect,Africa,,
tado1246,Tado,,dialect,Papunesia,,
tado1245,Tado (Benin),,dialect,Africa,,
tado1247,Tado (Ledo Kaili),,dialect,Papunesia,,
lind1248,Tado-Lindu,klw,language,Papunesia,-1.35748,120.063
tady1237,Tadyawan,tdy,language,Papunesia,13.0211,121.305
taee1237,Tae',rob,language,Papunesia,-2.58205,120.139
tame1238,Taeme,,dialect,Papunesia,,
taem1237,Taemi,,dialect,Papunesia,,
taen1234,Taensa,,language,North America,,
tafi1243,Tafi,tcd,language,Africa,6.79522,0.39875
tafi1244,Tafire,,dialect,Africa,,
tafo1238,Tafota Baruga,,dialect,Papunesia,,
tafr1239,Tafresh,,dialect,Eurasia,,
tafw1239,Tafwap,,dialect,Eurasia,,
taga1272,Tagabawa,bgs,language,Papunesia,6.9712,125.175
taga1268,Tagakaulu Kalagan,klg,language,Papunesia,6.45338,125.426
taga1271,Tagakawanan,,dialect,Papunesia,,
taga1274,Tagal,,dialect,Papunesia,,
taga1279,Tagalaka,tgz,language,Australia,,
taga1267,Tagalisa,,dialect,Papunesia,,
taga1273,Tagal Murut,mvv,language,Papunesia,4.42907,116.177
taga1270,Tagalog,tgl,language,Papunesia,14.06,121.747
taga1266,Tagara,,dialect,Africa,,
taga1265,Tagau,,dialect,Eurasia,,
taga1264,Tagaur,,dialect,Eurasia,,
tagb1258,Tagbanwa,tbw,language,Papunesia,9.54263,118.497
tagb1256,Tagbari,,dialect,Africa,,
tagb1257,Tagboussikan,,dialect,Africa,,
tagb1255,Tagbu,tbm,language,Africa,4.6852,26.4475
tagd1238,Tagdal,tda,language,Africa,16.1908,6.83992
tagi1241,Tagin,tgj,language,Eurasia,27.986064,94.221711
tagi1240,Tagish,tgx,language,North America,60.242,-134.799
tago1246,Tagoi,tag,language,Africa,12.0346,30.9306
tago1247,Tagota,,dialect,Papunesia,,
tagw1240,Tagwana Senoufo,tgw,language,Africa,8.67053,-5.17372
taha1241,Tahaggart Tamahaq,thv,language,Africa,22.5908,8.73169
taha1240,Tahamba,,dialect,Africa,,
tahi1242,Tahitian,tah,language,Papunesia,-17.6485,-149.45
tahl1239,Tahltan,tht,language,North America,58.4498,-130.052
tahu1239,Tahuta,,dialect,Papunesia,,
taii1241,Tai,taw,language,Papunesia,-5.29223,144.66
